"first_name","last_name","gender","past_3_years_bike_related_purchases","dob","job_title","job_industry_category","wealth_segment","deceased_indicator","owns_car","tenure","address","postcode","state","country","property_valuation","Rank","Value","age","age_category"
"Kori","Sparsholt","Female",59,"1940-05-19","Office Assistant II","n/a","Mass Customer","N","Yes",19,"37 Rigney Park","2171","NSW","Australia","9","455","0.89",83,"Seniors"
"Lucky","Klainman","Female",24,"1947-11-26","Chief Design Engineer","Retail","Mass Customer","N","No",8,"0796 Barnett Plaza","3758","VIC","Australia","4","455","0.89",76,"Seniors"
"Erasmus","Olenchenko","Male",56,"1965-02-03","Software Test Engineer IV","Property","Mass Customer","N","Yes",5,"415 Rockefeller Trail","2484","NSW","Australia","7","464","0.89",58,"Mature adults"
"Carita","Sand","Female",25,"1977-03-20","Quality Engineer","Retail","Mass Customer","N","No",16,"846 Loftsgordon Crossing","2154","NSW","Australia","11","464","0.89",46,"Middle adults"
"Lynnett","Tipper","Female",22,"1993-08-03","Social Worker","Health","High Net Worth","N","Yes",2,"9 Ridgeview Avenue","3109","VIC","Australia","10","466","0.89",30,"Young adults"
"Thorn","Stigers","Male",42,"1972-05-19","Business Systems Development Analyst","Financial Services","Mass Customer","N","No",19,"6218 Delladonna Parkway","4115","QLD","Australia","8","466","0.89",51,"Middle adults"
"Lela","Billing","Female",38,"1970-12-17","Programmer Analyst III","n/a","Mass Customer","N","Yes",18,"095 Glacier Hill Circle","2571","NSW","Australia","7","468","0.89",53,"Middle adults"
"Moina","Rosenbaum","Female",50,"2001-08-04","Graphic Designer","IT","Mass Customer","N","No",14,"0 Memorial Road","3109","VIC","Australia","10","468","0.89",22,"Young adults"
"Ceciley","Harg","Female",50,"1990-10-19","Nurse Practicioner","Retail","Mass Customer","N","Yes",4,"409 Starling Lane","4172","QLD","Australia","7","471","0.89",33,"Young adults"
"Torry","de la Valette Parisot","Male",95,"1967-03-14","VP Marketing","Telecommunications","Mass Customer","N","Yes",18,"36963 Pierstorff Terrace","3168","VIC","Australia","9","471","0.89",56,"Mature adults"
"Sigismund","Sedger","Male",9,"1999-11-29","Accountant II","Manufacturing","Affluent Customer","N","No",7,"8069 Sunbrook Way","2155","NSW","Australia","10","473","0.88",24,"Young adults"
"Irvine","Headon","Male",99,"1956-04-21","Geologist III","IT","Affluent Customer","N","Yes",20,"9 Hovde Way","2322","NSW","Australia","5","473","0.88",67,"Seniors"
"Laurie",NULL,"Male",31,"1979-07-28","Assistant Media Planner","Entertainment","Mass Customer","N","Yes",15,"94 Barby Lane","2210","NSW","Australia","10","475","0.88",44,"Middle adults"
"Tomkin","Bernlin","Male",7,"2001-12-29","Food Chemist","Health","Affluent Customer","N","Yes",9,"0492 Kings Street","2480","NSW","Australia","3","475","0.88",22,"Young adults"
"Genni","Fanstone","Female",25,"1972-07-29","Administrative Assistant II","Entertainment","Mass Customer","N","No",16,"1 Fair Oaks Alley","3149","VIC","Australia","10","475","0.88",51,"Middle adults"
"Blondie",NULL,"Female",43,"1995-10-03","Actuary","Financial Services","High Net Worth","N","No",11,"780 Norway Maple Hill","2565","NSW","Australia","8","478","0.88",28,"Young adults"
"Aloysius","Killingsworth","Male",89,"1957-02-14","VP Quality Control","n/a","Mass Customer","N","No",12,"625 Mandrake Junction","2145","NSW","Australia","9","478","0.88",66,"Seniors"
"Carola","Philler","Female",73,"1951-04-30","Dental Hygienist","Health","High Net Worth","N","No",15,"1037 Roth Park","2145","NSW","Australia","7","478","0.88",72,"Seniors"
"Fitzgerald","Hellikes","Male",25,"1979-07-28","Media Manager IV","Health","Mass Customer","N","Yes",10,"315 Center Park","3040","VIC","Australia","7","478","0.88",44,"Middle adults"
"Ingmar","Okenden","Male",97,"1959-03-01","Compensation Analyst","Financial Services","Mass Customer","N","Yes",8,"1 Graceland Plaza","3216","VIC","Australia","2","478","0.88",64,"Mature adults"
"Tina","Dunstan","Female",13,"1939-03-06","Account Representative IV","Retail","Affluent Customer","N","No",13,"98555 Victoria Hill","2171","NSW","Australia","7","483","0.88",84,"Seniors"
"Huberto","Mollatt","Male",82,"1961-08-27","Programmer IV","n/a","Mass Customer","N","Yes",14,"31121 Pierstorff Center","2770","NSW","Australia","7","483","0.88",62,"Mature adults"
"Georgi",NULL,"Male",29,"1970-01-14","Assistant Manager","Manufacturing","High Net Worth","N","No",11,"59 Garrison Terrace","3215","VIC","Australia","4","485","0.88",53,"Middle adults"
"Adolpho","Bellerby","Male",46,"1944-10-25","VP Sales","Financial Services","High Net Worth","N","Yes",13,"2763 Buhler Circle","4305","QLD","Australia","4","486","0.88",79,"Seniors"
"Kelsey","Hatt","Female",69,"1966-06-27","Senior Sales Associate","Financial Services","High Net Worth","N","No",8,"309 Maple Wood Pass","3930","VIC","Australia","6","486","0.88",57,"Mature adults"
"Lucien",NULL,"Male",83,"1966-09-14",NULL,"Financial Services","High Net Worth","N","Yes",19,"777 Fairfield Court","4305","QLD","Australia","3","486","0.88",57,"Mature adults"
"Ariel","McCloid","Male",4,"1994-03-13","Human Resources Manager","n/a","High Net Worth","N","Yes",6,"99 Quincy Parkway","3630","VIC","Australia","1","486","0.88",29,"Young adults"
"Bevvy","Openshaw","Female",68,"1975-06-15","Staff Scientist","n/a","Affluent Customer","N","Yes",10,"902 Westend Lane","2318","NSW","Australia","3","486","0.88",48,"Middle adults"
"Alexina","Mabley","Female",72,"1975-10-12","Web Designer IV","Manufacturing","Mass Customer","N","Yes",10,"9 Rieder Junction","2573","NSW","Australia","9","486","0.88",48,"Middle adults"
"Dawn","Pyffe","Female",56,"1965-05-28","Media Manager III","Retail","Mass Customer","N","No",11,"734 Veith Way","3155","VIC","Australia","8","492","0.87",58,"Mature adults"
"Anthony","Lindstrom","Male",86,"1997-11-01","Geologist IV","Financial Services","Affluent Customer","N","Yes",10,"427 Oak Avenue","2205","NSW","Australia","10","495","0.86",26,"Young adults"
"Liane","Poizer","Female",59,"1952-05-05","Analyst Programmer","Property","High Net Worth","N","No",13,"390 Express Plaza","2076","NSW","Australia","11","495","0.86",71,"Seniors"
"Romonda","Hallt","Female",69,"1960-05-09","Operator","n/a","Affluent Customer","N","No",15,"703 Ludington Plaza","2480","NSW","Australia","4","498","0.86",63,"Mature adults"
"Sula","Thomann","Female",56,"1989-03-17","Assistant Manager","n/a","Mass Customer","N","No",6,"7 Dayton Circle","2160","NSW","Australia","9","498","0.86",34,"Young adults"
"Renell","Earley","Female",5,"1954-10-21","Compensation Analyst","Financial Services","Mass Customer","N","Yes",11,"79 Manufacturers Plaza","4171","QLD","Australia","5","500","0.86",69,"Seniors"
"Clevey","Aisthorpe","Male",27,"1976-09-20","Software Consultant","n/a","Mass Customer","N","Yes",8,"0 Veith Way","2009","NSW","Australia","9","502","0.86",47,"Middle adults"
"Cariotta",NULL,"Female",10,"1974-08-19","Assistant Media Planner","Entertainment","Affluent Customer","N","Yes",17,"2336 Continental Point","2527","NSW","Australia","7","502","0.86",49,"Middle adults"
"George","Jose","Male",68,"1960-12-19","Payment Adjustment Coordinator","Retail","High Net Worth","N","Yes",20,"535 Corben Point","4680","QLD","Australia","4","504","0.85",63,"Mature adults"
"Kissiah","Foat","Female",30,"1975-09-11","Graphic Designer","n/a","Mass Customer","N","Yes",19,"1690 Forster Place","2281","NSW","Australia","9","504","0.85",48,"Middle adults"
"Milty","Brauninger","Male",13,"1945-07-10","Payment Adjustment Coordinator","n/a","High Net Worth","N","No",11,"54 6th Trail","2640","NSW","Australia","7","504","0.85",78,"Seniors"
"Killian","Nettles","Male",44,"1980-09-01","Marketing Assistant","n/a","Affluent Customer","N","No",4,"16 Pepper Wood Junction","3803","VIC","Australia","7","507","0.85",43,"Middle adults"
"Fredia","Favelle","Female",94,"1974-08-29","Teacher","n/a","Mass Customer","N","Yes",19,"4 Arapahoe Terrace","4014","QLD","Australia","8","507","0.85",49,"Middle adults"
"Katleen","Arnoult","Female",6,"1976-11-24","VP Product Management","Manufacturing","Mass Customer","N","Yes",13,"540 Farragut Avenue","2066","NSW","Australia","9","507","0.85",47,"Middle adults"
"Gaultiero","Fibbens","Male",41,"1980-03-14","Help Desk Technician","n/a","Affluent Customer","N","No",9,"938 Bartillon Hill","2035","NSW","Australia","11","507","0.85",43,"Middle adults"
"Inglebert","Aspinal","Male",4,"1973-10-13","Financial Analyst","Financial Services","Mass Customer","N","No",11,"612 Annamark Center","2176","NSW","Australia","8","507","0.85",50,"Middle adults"
"Jammal","Devenny","Male",57,"1999-05-14","Marketing Manager","Retail","High Net Worth","N","No",12,"18 Sage Plaza","3152","VIC","Australia","9","507","0.85",24,"Young adults"
"Adriane","Richardson","Female",81,"1976-03-10","Data Coordiator","Manufacturing","High Net Worth","N","No",9,"4 Randy Street","3070","VIC","Australia","8","513","0.84",47,"Middle adults"
"Emelia","Ackwood","Female",72,"1988-09-30","Senior Cost Accountant","Financial Services","Mass Customer","N","Yes",10,"1 South Street","4183","QLD","Australia","9","515","0.84",35,"Middle adults"
"Andee","Huke","Female",91,"1971-06-28",NULL,"Manufacturing","Mass Customer","N","No",9,"4810 Kim Park","3858","VIC","Australia","2","515","0.84",52,"Middle adults"
"Isa","Fominov","Male",75,"2001-06-21","Physical Therapy Assistant","n/a","Mass Customer","N","Yes",5,"80388 Ryan Place","2010","NSW","Australia","9","515","0.84",22,"Young adults"
"Zabrina","Margram","Female",87,"1964-05-15",NULL,"Manufacturing","High Net Worth","N","Yes",11,"1092 Kinsman Parkway","4053","QLD","Australia","8","515","0.84",59,"Mature adults"
"Maddalena","Angood","Female",79,"1999-07-28",NULL,"Manufacturing","Affluent Customer","N","No",12,"1 Bluejay Court","2320","NSW","Australia","4","515","0.84",24,"Young adults"
"Sofie","Worsfold","Female",87,"1954-10-06","Environmental Tech","Retail","Mass Customer","N","Yes",9,"7 Maple Wood Plaza","4125","QLD","Australia","6","520","0.84",69,"Seniors"
"Elmira","Vasilyev","Female",33,"1951-10-14","Senior Quality Engineer","Manufacturing","High Net Worth","N","No",12,"12 Eastlawn Terrace","2007","NSW","Australia","9","520","0.84",72,"Seniors"
"Free","Rowland","Male",42,"1956-05-17",NULL,"n/a","Mass Customer","N","Yes",12,"24929 Spaight Junction","3796","VIC","Australia","8","520","0.84",67,"Seniors"
"Worthington","Cohane","Male",60,"1991-01-23","Chief Design Engineer","Entertainment","High Net Worth","N","No",2,"846 Daystar Lane","2000","NSW","Australia","12","520","0.84",32,"Young adults"
"Perry","Whitehurst","Male",79,"1980-05-29","Structural Engineer","Manufacturing","High Net Worth","N","Yes",8,"0 Nelson Crossing","3155","VIC","Australia","7","524","0.84",43,"Middle adults"
"Antony","Tuma","Male",11,"1954-03-10","Environmental Tech","Telecommunications","High Net Worth","N","Yes",13,"93264 Almo Plaza","3078","VIC","Australia","10","526","0.83",69,"Seniors"
"Corene","Hallgate","Female",26,"1964-11-06",NULL,"Financial Services","Mass Customer","N","Yes",14,"2109 Shoshone Court","3103","VIC","Australia","12","526","0.83",59,"Mature adults"
"Nico","Chadwick","Male",97,"1953-05-24","Research Assistant IV","Financial Services","Affluent Customer","N","No",13,"355 Roxbury Lane","3190","VIC","Australia","8","526","0.83",70,"Seniors"
"Joline","Skipperbottom","Female",59,"1972-06-27","Desktop Support Technician","n/a","High Net Worth","N","No",9,"2 Warrior Crossing","2161","NSW","Australia","9","529","0.83",51,"Middle adults"
"Ivy","Farr","Female",56,"1973-07-03","Office Assistant IV","IT","High Net Worth","N","No",19,"08470 Kingsford Lane","2120","NSW","Australia","11","530","0.83",50,"Middle adults"
"Dallas","Lavalde","Female",18,"1998-12-19","Product Engineer","n/a","Mass Customer","N","No",12,"16898 Donald Plaza","2323","NSW","Australia","4","530","0.83",25,"Young adults"
"Amabel",NULL,"Female",71,"1981-09-14","Chief Design Engineer","Financial Services","Mass Customer","N","Yes",9,"3128 Mallory Pass","2144","NSW","Australia","6","530","0.83",42,"Middle adults"
"Hilario","McCulloch","Male",61,"1986-01-10","Physical Therapy Assistant","Retail","Mass Customer","N","No",8,"799 Luster Road","3051","VIC","Australia","8","530","0.83",37,"Middle adults"
"Jim","Haddrell","Male",55,"1955-04-08","Associate Professor","Financial Services","Mass Customer","N","No",9,"53 Dryden Trail","2358","NSW","Australia","3","530","0.83",68,"Seniors"
"Jacobo","Mucklow","Male",62,"1952-12-04","Computer Systems Analyst I","Financial Services","High Net Worth","N","Yes",22,"5512 Ronald Regan Hill","3122","VIC","Australia","8","530","0.83",71,"Seniors"
"Gretel","Paschke","Female",10,"1956-05-29","Editor","Financial Services","Mass Customer","N","Yes",17,"72 Melrose Street","4074","QLD","Australia","7","536","0.83",67,"Seniors"
"Dwain","Hatch","Male",62,"1994-11-16","Marketing Assistant","Health","Affluent Customer","N","No",15,"5 Hovde Lane","3028","VIC","Australia","8","536","0.83",29,"Young adults"
"Lucretia","D'Agostini","Female",41,"1978-12-14","Database Administrator III","Manufacturing","High Net Worth","N","No",15,"4 Gale Center","3185","VIC","Australia","7","536","0.83",45,"Middle adults"
"Claude","Bowstead","Female",37,"1997-11-29","Accounting Assistant III","Manufacturing","Mass Customer","N","No",7,"5263 Stone Corner Crossing","2217","NSW","Australia","12","536","0.83",26,"Young adults"
"Donn","MacGregor","Male",80,"1965-04-22","Civil Engineer","Manufacturing","High Net Worth","N","No",5,"0439 Mandrake Park","2046","NSW","Australia","10","536","0.83",58,"Mature adults"
"Laurel","Devennie","Female",78,"1976-09-25","VP Product Management","Manufacturing","Affluent Customer","N","No",13,"069 Hoard Pass","4352","QLD","Australia","5","536","0.83",47,"Middle adults"
"Elvira","Darthe","Female",10,"1975-04-08","Accounting Assistant I","Financial Services","Affluent Customer","N","No",16,"89 Green Ridge Point","2168","NSW","Australia","9","536","0.83",48,"Middle adults"
"Angie","Tansley","Male",68,"1950-11-30","VP Sales","Manufacturing","Mass Customer","N","No",8,"8 Cardinal Junction","2444","NSW","Australia","7","544","0.82",73,"Seniors"
"Terrence","Dalligan","Male",60,"1998-02-19","Chemical Engineer","Manufacturing","High Net Worth","N","Yes",2,"240 Main Hill","3200","VIC","Australia","6","544","0.82",25,"Young adults"
"Katy","Crooke","Female",0,"1977-06-30","Food Chemist","Health","Mass Customer","N","No",13,"67081 Burrows Center","2111","NSW","Australia","12","546","0.82",46,"Middle adults"
"Sammy","Borsi","Female",99,"1972-04-27","Accountant III","Financial Services","Mass Customer","N","No",5,"0 Kipling Way","2289","NSW","Australia","7","546","0.82",51,"Middle adults"
"Morganica","Ainsbury","Female",37,"1973-01-06","Senior Editor","Entertainment","High Net Worth","N","Yes",9,"1 Raven Way","2151","NSW","Australia","10","546","0.82",50,"Middle adults"
"Nils","Champion","Male",69,"1984-07-06","Programmer III","Retail","Affluent Customer","N","No",13,"261 Holy Cross Park","2750","NSW","Australia","9","549","0.82",39,"Middle adults"
"Beverlee","Querree","Female",42,"1991-04-21","Marketing Manager","Financial Services","High Net Worth","N","Yes",12,"891 Ohio Terrace","2075","NSW","Australia","12","549","0.82",32,"Young adults"
"Cami","Eitter","Female",34,"1979-01-03","Professor","Manufacturing","High Net Worth","N","Yes",11,"1408 Hovde Circle","3081","VIC","Australia","9","551","0.82",44,"Middle adults"
"Reiko","Degenhardt","Female",83,"1976-01-16","Financial Analyst","Financial Services","High Net Worth","N","Yes",5,"50897 Northfield Road","4280","QLD","Australia","6","552","0.82",47,"Middle adults"
"Cord","Dunsmore","Male",12,"1999-04-21","Internal Auditor","Manufacturing","Mass Customer","N","Yes",13,"596 Boyd Park","4301","QLD","Australia","3","552","0.82",24,"Young adults"
"Gabey","Kennicott","Female",55,"1958-05-14","Developer I","Financial Services","Affluent Customer","N","No",17,"8 Fordem Place","2322","NSW","Australia","6","552","0.82",65,"Seniors"
"Jacqui","Devey","Female",79,"1995-10-01","Analyst Programmer","Financial Services","High Net Worth","N","Yes",13,"656 Kennedy Crossing","2261","NSW","Australia","8","555","0.81",28,"Young adults"
"Byrom","Ramas","Male",23,"1993-11-02","Help Desk Technician","Manufacturing","High Net Worth","N","No",12,"2 Jackson Place","2528","NSW","Australia","7","555","0.81",30,"Young adults"
"Worthington","Ahmed","Male",79,"1972-03-24","Senior Cost Accountant","Financial Services","High Net Worth","N","No",13,"39408 Manufacturers Road","3335","VIC","Australia","3","555","0.81",51,"Middle adults"
"Chico","Dye","Male",46,"1994-02-04","Speech Pathologist","Manufacturing","High Net Worth","N","No",13,"168 Schlimgen Center","2526","NSW","Australia","9","555","0.81",29,"Young adults"
"Davidde","Cockroft","Male",70,"1947-04-21","Geological Engineer","Manufacturing","High Net Worth","N","No",8,"8 Kim Avenue","2158","NSW","Australia","12","555","0.81",76,"Seniors"
"Charlie","Dmych","Male",60,"1950-03-31","Account Coordinator","Manufacturing","High Net Worth","N","No",13,"920 Cambridge Way","2263","NSW","Australia","6","555","0.81",73,"Seniors"
"Donn","Chaney","Male",15,"1951-01-29","Research Assistant II","n/a","Mass Customer","N","No",13,"4 Schlimgen Trail","4701","QLD","Australia","3","561","0.81",72,"Seniors"
"Barth","Sapshed","Male",4,"1994-06-16","Executive Secretary","Financial Services","Mass Customer","N","Yes",13,"65 Milwaukee Lane","4520","QLD","Australia","10","563","0.81",29,"Young adults"
"Padriac","Collacombe","Male",67,"1967-04-07","Software Consultant","Health","Affluent Customer","N","No",13,"76 Mendota Park","2090","NSW","Australia","10","563","0.81",56,"Mature adults"
"Olive","Mozzi","Female",87,"1955-07-06","Account Representative IV","Retail","Affluent Customer","N","Yes",20,"26667 Rigney Place","2567","NSW","Australia","9","563","0.81",68,"Seniors"
"Benedict","Rosas","Male",73,"1955-11-25","Actuary","Financial Services","High Net Worth","N","Yes",15,"898 Muir Court","2142","NSW","Australia","6","563","0.81",68,"Seniors"
"Virginia","De Antoni","Female",17,"1964-03-14","Executive Secretary","Telecommunications","High Net Worth","N","Yes",12,"88093 Pierstorff Plaza","2030","NSW","Australia","10","563","0.81",59,"Mature adults"
"Nicolas","O'Donnell","Male",40,"1986-09-25","Internal Auditor","n/a","Mass Customer","N","Yes",14,"3319 Anthes Crossing","3177","VIC","Australia","7","568","0.80",37,"Middle adults"
"Oswald","MacCarlich","Male",81,"1991-11-24","Assistant Media Planner","Entertainment","Mass Customer","N","No",14,"16 Mosinee Place","4717","QLD","Australia","1","568","0.80",32,"Young adults"
"Ailyn","Howgate","Female",66,"2001-09-27","Electrical Engineer","Manufacturing","Mass Customer","N","Yes",2,"197 Northport Plaza","4213","QLD","Australia","7","568","0.80",22,"Young adults"
"Karol","Salthouse","Female",53,"1968-07-29","Research Assistant III","Financial Services","Mass Customer","N","Yes",18,"10236 Mifflin Avenue","2570","NSW","Australia","8","568","0.80",55,"Mature adults"
"Esdras","Birchett","Male",81,"1950-12-09","Assistant Media Planner","Entertainment","Mass Customer","N","Yes",21,"5287 Clarendon Plaza","2258","NSW","Australia","9","568","0.80",73,"Seniors"
"Wilfrid","Gertray","Male",1,"1942-08-23","Accounting Assistant I","Financial Services","Mass Customer","N","No",16,"38407 Sutteridge Circle","2766","NSW","Australia","8","568","0.80",81,"Seniors"
"Charmain","Styles","Female",49,"1965-02-25","Programmer Analyst I","Property","High Net Worth","N","Yes",18,"423 Holy Cross Lane","3029","VIC","Australia","7","574","0.80",58,"Mature adults"
"Kirsteni","Gritskov","Female",66,"1998-05-12",NULL,"n/a","Mass Customer","N","No",4,"743 Stuart Terrace","2560","NSW","Australia","7","575","0.80",25,"Young adults"
"Bobby","Summersby","Male",90,"1943-10-27","Sales Associate","Financial Services","Affluent Customer","N","No",7,"1478 Oak Valley Park","3350","VIC","Australia","2","575","0.80",80,"Seniors"
"Shepherd","Dutchburn","Male",33,"1976-08-12","Senior Sales Associate","Financial Services","High Net Worth","N","Yes",9,"8970 Anhalt Junction","2160","NSW","Australia","9","575","0.80",47,"Middle adults"
"Berenice","Kaesmakers","Female",64,"1994-10-15","Sales Representative","Retail","Mass Customer","N","No",11,"563 Waywood Park","2145","NSW","Australia","9","575","0.80",29,"Young adults"
"Jesse","Crosio","Male",75,"1994-04-15","Data Coordiator","n/a","Mass Customer","N","Yes",13,"9313 Mayer Street","3133","VIC","Australia","8","575","0.80",29,"Young adults"
"Cordi","Thornton","Female",47,"1973-01-04","Structural Engineer","Telecommunications","Mass Customer","N","No",11,"2978 Mccormick Center","2028","NSW","Australia","10","575","0.80",50,"Middle adults"
"Debbie","Tillman","Female",3,"1990-07-06","Account Coordinator","Manufacturing","High Net Worth","N","Yes",13,"527 Jay Trail","4551","QLD","Australia","8","582","0.79",33,"Young adults"
"Judie","Pirkis","Female",2,"1995-07-18","Recruiter","n/a","Affluent Customer","N","Yes",4,"6 Loftsgordon Pass","2111","NSW","Australia","11","583","0.79",28,"Young adults"
"Flin","Yoskowitz","Male",9,"1995-12-17","Registered Nurse","Health","Mass Customer","N","Yes",11,"9940 Manley Drive","2574","NSW","Australia","7","583","0.79",28,"Young adults"
"Noel","Sturch","Female",26,"1951-10-28","Environmental Specialist","Health","Mass Customer","N","No",10,"0736 West Crossing","3585","VIC","Australia","1","583","0.79",72,"Seniors"
"Letizia","Poore","Female",27,"1938-08-30","Web Developer II","Manufacturing","Affluent Customer","N","No",15,"95796 Mcbride Drive","3677","VIC","Australia","3","583","0.79",85,"Seniors"
"Raynard",NULL,"Male",32,"1996-04-13","Statistician III","Health","Affluent Customer","N","No",14,"20187 Loomis Court","4132","QLD","Australia","6","587","0.79",27,"Young adults"
"Kiley","Grunder","Male",95,"1994-04-17","Cost Accountant","Financial Services","Affluent Customer","N","Yes",1,"17393 Colorado Hill","4006","QLD","Australia","8","587","0.79",29,"Young adults"
"Ethelred","Sissel","Male",83,"1974-12-25","Programmer Analyst IV","Health","High Net Worth","N","No",18,"65 Rutledge Parkway","2539","NSW","Australia","8","587","0.79",49,"Middle adults"
"Dena","Pabst","Female",39,"1987-04-20","Account Executive","Manufacturing","High Net Worth","N","Yes",17,"02023 Loeprich Drive","3037","VIC","Australia","7","590","0.78",36,"Middle adults"
"Wyndham","Woolford","Male",1,"1979-10-22","Engineer IV","Manufacturing","Mass Customer","N","No",10,"9107 Pine View Plaza","3977","VIC","Australia","6","591","0.78",44,"Middle adults"
"Rochette","Haddacks","Female",44,"1996-05-10","Tax Accountant","Retail","Affluent Customer","N","Yes",13,"822 Di Loreto Junction","3020","VIC","Australia","8","591","0.78",27,"Young adults"
"Jamal","Dudgeon","Male",83,"1965-02-09","Mechanical Systems Engineer","Financial Services","Mass Customer","N","No",7,"2712 Namekagon Crossing","3029","VIC","Australia","5","591","0.78",58,"Mature adults"
"Levin","Coxen","Male",13,"1955-10-22","Accountant I","Property","Mass Customer","N","No",20,"32 Hazelcrest Court","2753","NSW","Australia","8","594","0.78",68,"Seniors"
"Marinna","Kauschke","Female",21,"1973-03-15","Sales Associate","Financial Services","Affluent Customer","N","Yes",8,"9 Forster Circle","3174","VIC","Australia","3","595","0.78",50,"Middle adults"
"Kyle","Michie","Female",6,"1958-07-19","Nurse Practicioner","n/a","Mass Customer","N","Yes",10,"07226 Anzinger Avenue","3032","VIC","Australia","8","595","0.78",65,"Seniors"
"Lanie","Cobbold","Male",57,"1978-12-31","Senior Sales Associate","n/a","Mass Customer","N","Yes",9,"936 Porter Lane","2323","NSW","Australia","5","595","0.78",45,"Middle adults"
"Gilbert","O'Fallone","Male",29,"1994-11-07","Assistant Media Planner","Entertainment","High Net Worth","N","No",1,"6 Havey Pass","2126","NSW","Australia","11","595","0.78",29,"Young adults"
"Esther","McOnie","Female",59,"1939-05-26","Legal Assistant","n/a","Mass Customer","N","No",14,"844 Forster Place","2096","NSW","Australia","12","599","0.78",84,"Seniors"
"Chaim","Kingdon","Male",63,"1996-01-21","Compensation Analyst","Financial Services","Affluent Customer","N","Yes",15,"42590 Bellgrove Court","2097","NSW","Australia","9","599","0.78",27,"Young adults"
"Anson","Dearnaly","Male",68,"1997-06-29","Data Coordiator","Health","Affluent Customer","N","Yes",11,"6060 Veith Crossing","2103","NSW","Australia","11","602","0.77",26,"Young adults"
"Caitrin","Critten","Female",45,"1973-01-29","Director of Sales","Manufacturing","Mass Customer","N","Yes",10,"25 Lakeland Point","4113","QLD","Australia","7","603","0.77",50,"Middle adults"
"Garreth","Minett","Male",93,"1961-05-23","Physical Therapy Assistant","n/a","Affluent Customer","N","Yes",10,"21667 Randy Crossing","3163","VIC","Australia","7","604","0.77",62,"Mature adults"
"Rozamond","Sommer","Female",27,"1966-09-19","Operator","IT","Affluent Customer","N","Yes",12,"608 Dapin Court","3129","VIC","Australia","10","604","0.77",57,"Mature adults"
"Annabell","Downer","Female",33,"1955-11-25","Budget/Accounting Analyst II","n/a","Affluent Customer","N","No",20,"8738 Lukken Terrace","2763","NSW","Australia","9","606","0.77",68,"Seniors"
"Maximilian","Geffen","Male",96,"1955-07-13","Automation Specialist III","Manufacturing","Mass Customer","N","Yes",20,"8634 Wayridge Pass","2750","NSW","Australia","8","606","0.77",68,"Seniors"
"Ajay","Worham","Female",80,"1979-09-30","Computer Systems Analyst I","Manufacturing","Mass Customer","N","Yes",12,"5 Homewood Road","2800","NSW","Australia","6","606","0.77",44,"Middle adults"
"Jamison","Cashin","Male",70,"1970-05-19","VP Product Management","Health","Mass Customer","N","Yes",5,"7 Dunning Avenue","2477","NSW","Australia","8","609","0.76",53,"Middle adults"
"Dorian","Emery","Female",94,"1998-08-24","Professor","Manufacturing","Mass Customer","N","Yes",9,"67 Beilfuss Plaza","2168","NSW","Australia","8","609","0.76",25,"Young adults"
"Nicol","Swinford","Male",65,"1976-12-07","VP Marketing","Property","High Net Worth","N","No",16,"976 Roxbury Alley","4157","QLD","Australia","7","609","0.76",47,"Middle adults"
"Agna","Cowpe","Female",88,"1969-03-05",NULL,"Property","Mass Customer","N","Yes",7,"2 Main Lane","4114","QLD","Australia","3","612","0.76",54,"Middle adults"
"Nev","Prosh","Male",29,"1950-05-08","Environmental Tech","Health","Affluent Customer","N","Yes",17,"6115 Forest Crossing","2148","NSW","Australia","8","612","0.76",73,"Seniors"
"Lucius","Hatchell","Male",37,"1951-03-19","Media Manager II","Retail","Mass Customer","N","Yes",14,"432 Ronald Regan Court","3782","VIC","Australia","8","612","0.76",72,"Seniors"
"Francisca","Pottage","Female",63,"1957-06-10","Software Engineer II","IT","Mass Customer","N","No",8,"8600 Forster Lane","2177","NSW","Australia","9","615","0.76",66,"Seniors"
"Farlie","Brookz","Male",62,"1963-07-31","Administrative Assistant I","Health","Mass Customer","N","Yes",6,"6692 Independence Way","2070","NSW","Australia","12","615","0.76",60,"Mature adults"
"Mariette",NULL,"Female",47,"1956-07-05","Programmer II","Property","Affluent Customer","N","Yes",17,"770 Farmco Point","2049","NSW","Australia","11","617","0.75",67,"Seniors"
"Beverlee","Ungerechts","Female",49,"1973-10-03","Civil Engineer","Manufacturing","Mass Customer","N","No",8,"602 Toban Center","4020","QLD","Australia","7","617","0.75",50,"Middle adults"
"Nanni","Girodias","Female",61,"1959-01-08",NULL,"Retail","High Net Worth","N","No",16,"74 Shopko Pass","2161","NSW","Australia","9","617","0.75",64,"Mature adults"
"Delcina","Hursey","Female",22,"1968-12-26",NULL,"Financial Services","Mass Customer","N","Yes",7,"804 Washington Point","4132","QLD","Australia","4","620","0.75",55,"Mature adults"
"Lek","Pimblett","Male",88,"1955-09-29","Product Engineer","Financial Services","Mass Customer","N","Yes",6,"97 Merrick Center","2460","NSW","Australia","2","620","0.75",68,"Seniors"
"Ewell","Paulusch","Male",31,"1998-01-15","Engineer I","Manufacturing","Mass Customer","N","Yes",8,"8194 Lien Street","4032","QLD","Australia","7","620","0.75",25,"Young adults"
"Madison","Lars","Male",11,"1967-01-19","Health Coach III","Health","Mass Customer","N","No",19,"9503 New Castle Street","4500","QLD","Australia","9","620","0.75",56,"Mature adults"
