"customer_id","rfm_score","group_name","gender","age_category","job_industry_category","wealth_segment","owns_car","address","postcode","state","past_3_years_bike_related_purchases"
3228,345,"02- Loyal","Female","Mature adults","Health","Mass Customer","No","751 Cordelia Terrace",2880,"NSW",36
2292,345,"02- Loyal","Female","Young adults","Health","Mass Customer","Yes","5015 Pawling Park",2525,"NSW",17
2202,355,"02- Loyal","Female","Middle adults","Financial Services","Affluent Customer","Yes","26049 Straubel Point",2099,"NSW",46
2309,355,"02- Loyal","Male","Middle adults","Manufacturing","Affluent Customer","No","991 Commercial Road",4300,"QLD",40
2637,355,"02- Loyal","Female","Middle adults","Retail","Mass Customer","Yes","518 Colorado Trail",2100,"NSW",28
2793,354,"02- Loyal","Male","Middle adults","Health","Affluent Customer","Yes","19 Del Mar Avenue",3058,"VIC",77
2766,345,"02- Loyal","Female","Young adults","Financial Services","High Net Worth","Yes","95 Meadow Valley Plaza",2203,"NSW",93
1104,543,"02- Loyal","Female","Mature adults","Retail","Mass Customer","No","22669 Lien Center",2565,"NSW",82
3195,354,"02- Loyal","Female","Middle adults","Manufacturing","Mass Customer","No","6590 Fremont Avenue",2077,"NSW",4
1432,344,"02- Loyal","Male","Young adults","Agriculture","High Net Worth","Yes","1617 Beilfuss Street",2759,"NSW",70
3261,344,"02- Loyal","Male","Middle adults","Property","Mass Customer","Yes","4591 Del Sol Court",2745,"NSW",6
1388,444,"02- Loyal","Male","Middle adults","Financial Services","Mass Customer","No","70676 Eggendart Trail",3028,"VIC",86
3247,354,"02- Loyal","Female","Middle adults","Manufacturing","Mass Customer","Yes","3897 Oxford Pass",3350,"VIC",0
849,444,"02- Loyal","Male","Middle adults","Entertainment","Mass Customer","No","2661 Di Loreto Point",4701,"QLD",72
1435,345,"02- Loyal","Male","Mature adults","Telecommunications","Affluent Customer","Yes","8934 Park Meadow Street",2756,"NSW",96
308,444,"02- Loyal","Male","Middle adults","IT","High Net Worth","No","5982 Mosinee Avenue",3340,"VIC",2
1783,355,"02- Loyal","Male","Young adults","Retail","Mass Customer","Yes","7389 Union Place",2745,"NSW",55
1933,354,"02- Loyal","Male","Middle adults","Manufacturing","Affluent Customer","No","7202 Prairieview Court",2221,"NSW",72
1765,344,"02- Loyal","Female","Mature adults","","High Net Worth","No","10 Cambridge Street",4567,"QLD",48
3077,444,"02- Loyal","Male","Young adults","Manufacturing","Affluent Customer","No","25578 Mayfield Drive",2099,"NSW",19
2843,444,"02- Loyal","Female","Mature adults","Financial Services","Affluent Customer","Yes","37 Darwin Circle",2282,"NSW",42
3361,345,"02- Loyal","Female","Mature adults","Property","Mass Customer","Yes","7330 Helena Pass",2176,"NSW",68
2844,444,"02- Loyal","Female","Middle adults","Financial Services","Mass Customer","Yes","20 Carberry Circle",2165,"NSW",98
2019,355,"02- Loyal","Female","Seniors","Entertainment","High Net Worth","No","5795 Comanche Circle",4825,"QLD",48
2410,344,"02- Loyal","Female","Middle adults","Manufacturing","Mass Customer","Yes","75351 Ridgeview Lane",3181,"VIC",75
2375,345,"02- Loyal","Female","Middle adults","Retail","Affluent Customer","No","2 Melody Alley",3172,"VIC",21
1881,345,"02- Loyal","Male","Seniors","","Affluent Customer","Yes","Superior Pass",2050,"NSW",61
2279,354,"02- Loyal","Male","Middle adults","Health","Mass Customer","No","463 Rowland Drive",2066,"NSW",42
329,344,"02- Loyal","Male","Middle adults","Entertainment","High Net Worth","Yes","19507 Red Cloud Park",3338,"VIC",25
280,355,"02- Loyal","Male","Young adults","","Affluent Customer","Yes","8 Starling Pass",2767,"NSW",15
1984,345,"02- Loyal","Male","Young adults","Health","Mass Customer","Yes","681 School Avenue",2077,"NSW",70
917,355,"02- Loyal","Male","Mature adults","Financial Services","Mass Customer","No","50 2nd Center",3188,"VIC",63
794,444,"02- Loyal","Male","Seniors","Financial Services","Affluent Customer","Yes","52737 Morningstar Crossing",2250,"NSW",99
1916,345,"02- Loyal","Male","Young adults","Retail","High Net Worth","Yes","6838 Anniversary Junction",2484,"NSW",71
1837,344,"02- Loyal","Male","Middle adults","Manufacturing","Mass Customer","Yes","46512 Cambridge Avenue",2759,"NSW",9
2621,543,"02- Loyal","Female","Middle adults","Entertainment","High Net Worth","No","536 Crowley Crossing",2167,"NSW",24
1669,344,"02- Loyal","Male","Middle adults","Financial Services","High Net Worth","Yes","709 Schmedeman Street",2155,"NSW",74
3146,345,"02- Loyal","Female","Middle adults","Property","Mass Customer","No","7084 Mallory Center",2428,"NSW",79
2560,355,"02- Loyal","Male","Middle adults","","Mass Customer","No","583 Eagle Crest Road",2000,"NSW",7
2020,345,"02- Loyal","Female","Middle adults","Property","Affluent Customer","Yes","31 Scofield Trail",3020,"VIC",50
2268,354,"02- Loyal","Female","Mature adults","Health","Mass Customer","No","9574 David Lane",3218,"VIC",66
999,355,"02- Loyal","Female","Middle adults","","High Net Worth","No","5357 Mcguire Plaza",3073,"VIC",12
2788,355,"02- Loyal","Female","Mature adults","Health","Affluent Customer","No","282 Esker Crossing",3150,"VIC",45
2552,344,"02- Loyal","Male","Middle adults","Manufacturing","Affluent Customer","Yes","25 Coleman Circle",2214,"NSW",1
1643,354,"02- Loyal","Female","Mature adults","Retail","Mass Customer","No","78 Bultman Junction",2047,"NSW",13
3220,354,"02- Loyal","Male","Middle adults","Manufacturing","Affluent Customer","No","580 Blaine Center",2029,"NSW",53
2310,444,"02- Loyal","Male","Middle adults","","High Net Worth","Yes","24198 Almo Crossing",2021,"NSW",12
912,344,"02- Loyal","Male","Mature adults","Retail","Mass Customer","Yes","33 Kropf Hill",2211,"NSW",37
1664,344,"02- Loyal","Male","Middle adults","Manufacturing","Affluent Customer","Yes","9161 Macpherson Terrace",4680,"QLD",11
261,354,"02- Loyal","Male","Middle adults","","Mass Customer","No","7 Eastlawn Street",2346,"NSW",74
380,355,"02- Loyal","Female","Seniors","Property","Mass Customer","No","24 Scoville Parkway",4670,"QLD",66
570,344,"02- Loyal","Male","Middle adults","Financial Services","Mass Customer","Yes","446 Dottie Court",2225,"NSW",14
3358,344,"02- Loyal","Male","Middle adults","Manufacturing","Affluent Customer","Yes","2170 Schiller Alley",2160,"NSW",30
2527,345,"02- Loyal","Female","Middle adults","","Affluent Customer","Yes","633 Menomonie Junction",3523,"VIC",60
2712,444,"02- Loyal","Female","Middle adults","Manufacturing","High Net Worth","Yes","18652 Springs Plaza",2259,"NSW",0
1290,355,"02- Loyal","Male","Mature adults","Financial Services","High Net Worth","Yes","19679 Buell Pass",4305,"QLD",49
2364,335,"02- Loyal","Male","Young adults","","Mass Customer","Yes","20 Bluestem Way",4152,"QLD",19
560,344,"02- Loyal","Female","Seniors","Health","Affluent Customer","No","62117 Trailsway Place",3356,"VIC",1
3204,354,"02- Loyal","Female","Young adults","Health","Mass Customer","Yes","220 American Ash Road",4022,"QLD",51
2785,344,"02- Loyal","Female","Middle adults","Financial Services","Mass Customer","No","677 Golden Leaf Junction",4054,"QLD",9
177,354,"02- Loyal","Female","Young adults","Financial Services","High Net Worth","No","82520 Mifflin Drive",2333,"NSW",25
2248,354,"02- Loyal","Female","Young adults","Manufacturing","Mass Customer","No","47 Northfield Trail",3127,"VIC",33
2910,354,"02- Loyal","Female","Mature adults","Health","Mass Customer","Yes","46418 Hauk Pass",3184,"VIC",15
61,344,"02- Loyal","Female","Mature adults","Property","High Net Worth","No","44516 Katie Parkway",2765,"NSW",47
788,344,"02- Loyal","Male","Mature adults","Health","Mass Customer","No","Mockingbird Junction",2141,"NSW",62
2124,344,"02- Loyal","Male","Middle adults","Retail","High Net Worth","No","34 Vidon Way",3037,"VIC",17
945,444,"02- Loyal","Male","Young adults","","High Net Worth","Yes","627 Ronald Regan Alley",4505,"QLD",59
1736,344,"02- Loyal","Male","Young adults","IT","Affluent Customer","No","2538 Gateway Pass",4152,"QLD",83
1820,355,"02- Loyal","Male","Young adults","IT","Affluent Customer","No","13 Armistice Street",2769,"NSW",12
444,344,"02- Loyal","Female","Mature adults","Manufacturing","Mass Customer","Yes","421 Bobwhite Road",2160,"NSW",32
1094,344,"02- Loyal","Male","Middle adults","Health","High Net Worth","No","6 Heffernan Junction",4074,"QLD",48
1335,344,"02- Loyal","Female","Young adults","Entertainment","Mass Customer","Yes","4 Sycamore Pass",3977,"VIC",57
1224,344,"02- Loyal","Female","Middle adults","Manufacturing","Mass Customer","No","81 American Place",2259,"NSW",9
2105,435,"02- Loyal","Male","Middle adults","Health","High Net Worth","Yes","884 Surrey Pass",3912,"VIC",29
1884,444,"02- Loyal","Female","Middle adults","Manufacturing","Mass Customer","Yes","36 Sommers Place",2096,"NSW",19
1426,344,"02- Loyal","Female","Seniors","Financial Services","Mass Customer","No","4817 Fulton Junction",2761,"NSW",72
2413,344,"02- Loyal","Male","Seniors","Manufacturing","High Net Worth","Yes","423 Debra Terrace",3082,"VIC",27
1136,344,"02- Loyal","Male","Middle adults","Property","High Net Worth","No","92 Melvin Hill",2147,"NSW",72
2591,345,"02- Loyal","Male","Middle adults","Retail","High Net Worth","No","5342 Hallows Lane",2021,"NSW",50
750,345,"02- Loyal","Male","Young adults","Retail","Affluent Customer","Yes","99 Wayridge Place",2263,"NSW",42
3208,344,"02- Loyal","Female","Mature adults","","High Net Worth","No","43 South Pass",3620,"VIC",53
2723,355,"02- Loyal","Female","Middle adults","Manufacturing","Mass Customer","Yes","8941 Harbort Point",2148,"NSW",71
2611,543,"02- Loyal","Female","Young adults","Financial Services","Affluent Customer","No","23426 Transport Center",2218,"NSW",36
2768,444,"02- Loyal","Male","Young adults","Manufacturing","Mass Customer","No","9 Cascade Junction",2016,"NSW",86
3103,355,"02- Loyal","Female","Seniors","Retail","Mass Customer","No","32304 Larry Road",4014,"QLD",5
333,444,"02- Loyal","Female","Mature adults","Financial Services","Affluent Customer","Yes","314 Northland Plaza",4213,"QLD",25
1949,444,"02- Loyal","Female","Seniors","Manufacturing","Mass Customer","No","1197 Carey Junction",2280,"NSW",9
1531,344,"02- Loyal","Female","Mature adults","Financial Services","Mass Customer","Yes","486 Clyde Gallagher Road",2170,"NSW",20
908,543,"02- Loyal","Female","Middle adults","Financial Services","Affluent Customer","Yes","352 Bonner Crossing",3084,"VIC",86
365,345,"02- Loyal","Female","Middle adults","Property","High Net Worth","No","411 Homewood Lane",4020,"QLD",98
2082,543,"02- Loyal","Female","Middle adults","Health","Affluent Customer","Yes","73637 Nancy Street",2469,"NSW",38
733,355,"02- Loyal","Male","Middle adults","Manufacturing","Mass Customer","No","98 Esker Junction",2192,"NSW",25
748,354,"02- Loyal","Female","Middle adults","Financial Services","High Net Worth","No","56045 Express Avenue",2176,"NSW",51
1398,345,"02- Loyal","Female","Mature adults","Manufacturing","Mass Customer","No","60447 Ridgeway Plaza",3048,"VIC",11
3389,344,"02- Loyal","Female","Middle adults","","Affluent Customer","No","24 Onsgard Alley",3134,"VIC",27
2727,335,"02- Loyal","Female","Middle adults","Financial Services","High Net Worth","Yes","5 Lerdahl Place",4215,"QLD",88
2641,543,"02- Loyal","Female","Middle adults","","Mass Customer","Yes","52753 Logan Hill",2031,"NSW",71
579,354,"02- Loyal","Female","Middle adults","Health","Mass Customer","No","4559 Stoughton Lane",2097,"NSW",89
2771,335,"02- Loyal","Female","Middle adults","Retail","Affluent Customer","Yes","83007 Bartillon Lane",2830,"NSW",6
3120,444,"02- Loyal","Female","Middle adults","Health","Mass Customer","Yes","4 Shopko Circle",2196,"NSW",89
221,444,"02- Loyal","Female","Middle adults","Manufacturing","Mass Customer","No","51 Crescent Oaks Parkway",2761,"NSW",14
630,354,"02- Loyal","Male","Middle adults","Property","Affluent Customer","Yes","87 Linden Park",2153,"NSW",90
51,355,"02- Loyal","Male","Mature adults","Retail","Mass Customer","No","4853 Gulseth Avenue",4503,"QLD",68
2331,444,"02- Loyal","Female","Mature adults","Financial Services","Mass Customer","Yes","94 Twin Pines Trail",2567,"NSW",48
2877,354,"02- Loyal","Male","Mature adults","Property","Affluent Customer","Yes","463 Bultman Crossing",4211,"QLD",59
1818,444,"02- Loyal","Female","Mature adults","Entertainment","Mass Customer","Yes","42952 Fairfield Center",3012,"VIC",64
1468,444,"02- Loyal","Female","Middle adults","Financial Services","Mass Customer","No","45725 Hagan Pass",2519,"NSW",37
2886,354,"02- Loyal","Female","Mature adults","","Mass Customer","No","53683 Arapahoe Parkway",2121,"NSW",39
110,543,"02- Loyal","Male","Young adults","Financial Services","Affluent Customer","No","5 Moose Road",3977,"VIC",23
1613,354,"02- Loyal","Female","Middle adults","Property","Mass Customer","No","55433 Schmedeman Lane",2263,"NSW",18
2014,344,"02- Loyal","Female","Young adults","Manufacturing","Mass Customer","Yes","828 Waubesa Pass",2234,"NSW",49
394,355,"02- Loyal","Female","Middle adults","Health","High Net Worth","Yes","7343 Washington Road",2287,"NSW",70
1646,444,"02- Loyal","Female","Young adults","Financial Services","Mass Customer","Yes","515 Monterey Terrace",2107,"NSW",39
648,344,"02- Loyal","Male","Middle adults","Financial Services","Mass Customer","Yes","9 Mayfield Road",4551,"QLD",86
471,344,"02- Loyal","Female","Seniors","Financial Services","Affluent Customer","No","663 Bellgrove Parkway",3812,"VIC",82
295,345,"02- Loyal","Female","Mature adults","","Mass Customer","Yes","76 Graedel Street",4812,"QLD",64
2269,345,"02- Loyal","Female","Young adults","","Mass Customer","No","1 Del Sol Center",2323,"NSW",33
263,344,"02- Loyal","Female","Middle adults","Health","High Net Worth","No","50 Everett Way",2064,"NSW",89
3383,444,"02- Loyal","Male","Middle adults","Financial Services","Affluent Customer","Yes","48 Rockefeller Court",3786,"VIC",47
2179,344,"02- Loyal","Male","Mature adults","Manufacturing","Mass Customer","No","966 Emmet Trail",3015,"VIC",15
47,344,"02- Loyal","Male","Young adults","Health","Affluent Customer","No","543 Killdeer Park",2322,"NSW",51
1576,344,"02- Loyal","Male","Middle adults","Financial Services","Mass Customer","No","3525 Buena Vista Plaza",2120,"NSW",77
1714,344,"02- Loyal","Female","Young adults","Property","High Net Worth","Yes","20415 Clyde Gallagher Parkway",2333,"NSW",80
198,355,"02- Loyal","Female","Middle adults","Entertainment","Mass Customer","No","5484 Hagan Crossing",3021,"VIC",82
352,444,"02- Loyal","Male","Middle adults","Retail","Mass Customer","No","6 Sunbrook Center",4350,"QLD",12
1838,335,"02- Loyal","Female","Mature adults","Financial Services","Affluent Customer","Yes","54250 Welch Pass",3145,"VIC",14
3032,345,"02- Loyal","Male","Young adults","Health","Affluent Customer","Yes","7 Lerdahl Court",4207,"QLD",53
1475,355,"02- Loyal","Male","Middle adults","Retail","Affluent Customer","Yes","558 Thompson Junction",2440,"NSW",41
2942,543,"02- Loyal","Male","Middle adults","","High Net Worth","No","5060 Donald Park",2539,"NSW",10
3395,543,"02- Loyal","Male","Young adults","Financial Services","Mass Customer","No","1716 2nd Terrace",3174,"VIC",76
2542,345,"02- Loyal","Female","Mature adults","Property","Affluent Customer","Yes","2 Larry Trail",2207,"NSW",43
1925,543,"02- Loyal","Female","Middle adults","","Mass Customer","Yes","6 Upham Place",4556,"QLD",34
1731,354,"02- Loyal","Female","Mature adults","Health","High Net Worth","Yes","672 Mitchell Terrace",4161,"QLD",26
2189,355,"02- Loyal","Male","Young adults","Financial Services","High Net Worth","No","63123 Merry Alley",4500,"QLD",43
1356,444,"02- Loyal","Female","Middle adults","","High Net Worth","No","1 Bayside Pass",3076,"VIC",12
2985,355,"02- Loyal","Male","Middle adults","Retail","Affluent Customer","Yes","3 Mariners Cove Terrace",2216,"NSW",69
3405,355,"02- Loyal","Female","Young adults","Financial Services","Mass Customer","Yes","80269 Southridge Park",4014,"QLD",89
1890,355,"02- Loyal","Male","Middle adults","Financial Services","Mass Customer","No","9460 Laurel Crossing",4032,"QLD",89
1056,444,"02- Loyal","Male","Mature adults","Manufacturing","Affluent Customer","No","5811 Hanson Lane",2260,"NSW",96
627,335,"02- Loyal","Female","Middle adults","","High Net Worth","No","6 Springs Junction",4123,"QLD",24
506,355,"02- Loyal","Female","Middle adults","Retail","Mass Customer","No","808 Debra Center",3911,"VIC",43
367,344,"02- Loyal","Female","Middle adults","Manufacturing","Mass Customer","Yes","279 Jenna Circle",2179,"NSW",93
1367,543,"02- Loyal","Female","Middle adults","Retail","Mass Customer","No","5413 Harbort Terrace",3226,"VIC",63
3166,345,"02- Loyal","Male","Seniors","Health","Mass Customer","No","1 Glacier Hill Parkway",2017,"NSW",96
223,344,"02- Loyal","Male","Middle adults","","Affluent Customer","Yes","78 Surrey Place",2502,"NSW",13
1417,344,"02- Loyal","Female","Mature adults","Manufacturing","High Net Worth","Yes","83758 Kings Hill",2770,"NSW",12
1171,354,"02- Loyal","Female","Middle adults","","Affluent Customer","Yes","95 Forest Run Drive",4152,"QLD",32
1824,543,"02- Loyal","Female","Mature adults","Manufacturing","Affluent Customer","Yes","2364 Dovetail Way",3048,"VIC",12
1866,355,"02- Loyal","Male","Young adults","Manufacturing","Mass Customer","No","7 Canary Circle",2047,"NSW",27
421,344,"02- Loyal","Female","Young adults","Retail","Mass Customer","Yes","690 Hanson Center",2330,"NSW",26
44,345,"02- Loyal","Male","Middle adults","Entertainment","Affluent Customer","Yes","89314 Eagle Crest Center",4670,"QLD",63
1443,355,"02- Loyal","Female","Middle adults","Financial Services","Affluent Customer","Yes","3416 Texas Pass",2747,"NSW",47
856,543,"02- Loyal","Male","Middle adults","Financial Services","Mass Customer","Yes","94 Anhalt Way",3139,"VIC",63
1181,354,"02- Loyal","Female","Middle adults","Agriculture","Mass Customer","No","8 Clyde Gallagher Court",4217,"QLD",2
3499,345,"02- Loyal","Male","Middle adults","Manufacturing","Mass Customer","Yes","310 Stephen Terrace",4073,"QLD",29
770,344,"02- Loyal","Female","Middle adults","IT","High Net Worth","Yes","80 Scofield Alley",3121,"VIC",10
1593,344,"02- Loyal","Female","Middle adults","IT","Mass Customer","No","2272 Buena Vista Center",2065,"NSW",69
2028,344,"02- Loyal","Female","Middle adults","Retail","Affluent Customer","Yes","2228 Steensland Terrace",2148,"NSW",25
3406,355,"02- Loyal","Female","Middle adults","IT","Mass Customer","Yes","5 Northland Plaza",2096,"NSW",35
2154,344,"02- Loyal","Female","Middle adults","Manufacturing","High Net Worth","No","799 Florence Street",2089,"NSW",86
254,345,"02- Loyal","Female","Mature adults","Retail","Mass Customer","No","850 Schmedeman Drive",3580,"VIC",98
57,335,"02- Loyal","Male","Middle adults","","Mass Customer","Yes","89787 Village Green Terrace",4280,"QLD",87
2045,354,"02- Loyal","Female","Middle adults","Financial Services","High Net Worth","No","46031 Hudson Place",2075,"NSW",15
1588,444,"02- Loyal","Male","Middle adults","IT","High Net Worth","Yes","7032 Hallows Drive",2126,"NSW",24
255,355,"02- Loyal","Female","Seniors","IT","Mass Customer","No","131 Northfield Parkway",3355,"VIC",2
3370,354,"02- Loyal","Male","Seniors","","High Net Worth","Yes","1 Nevada Alley",2076,"NSW",8
1848,344,"02- Loyal","Male","Middle adults","Manufacturing","Mass Customer","No","1714 Claremont Center",2474,"NSW",22
3017,344,"02- Loyal","Male","Seniors","Financial Services","Affluent Customer","No","885 Larry Park",3140,"VIC",88
558,344,"02- Loyal","Female","Middle adults","","Mass Customer","No","6 Eggendart Circle",3016,"VIC",96
3350,345,"02- Loyal","Male","Middle adults","Manufacturing","Affluent Customer","No","736 Ohio Court",2200,"NSW",53
2919,444,"02- Loyal","Male","Mature adults","Financial Services","High Net Worth","Yes","11 Glendale Court",4121,"QLD",47
871,354,"02- Loyal","Female","Young adults","","Mass Customer","Yes","71039 Packers Street",2034,"NSW",40
438,355,"02- Loyal","Male","Young adults","Property","High Net Worth","Yes","7 Gerald Place",3074,"VIC",25
549,354,"02- Loyal","Male","Middle adults","Retail","Mass Customer","Yes","2 East Circle",2716,"NSW",84
968,344,"02- Loyal","Male","Seniors","IT","High Net Worth","Yes","Park Meadow Terrace",2450,"NSW",96
1639,444,"02- Loyal","Female","Mature adults","Manufacturing","Mass Customer","Yes","89 Bartillon Plaza",2753,"NSW",9
1258,355,"02- Loyal","Male","Middle adults","Manufacturing","Mass Customer","No","71 Sundown Circle",4720,"QLD",89
864,344,"02- Loyal","Male","Middle adults","Retail","High Net Worth","Yes","48 Bobwhite Crossing",4122,"QLD",6
2750,355,"02- Loyal","Female","Middle adults","Property","High Net Worth","No","68730 Hermina Place",3130,"VIC",42
3327,354,"02- Loyal","Male","Middle adults","Manufacturing","Mass Customer","No","973 Menomonie Hill",3337,"VIC",84
737,344,"02- Loyal","Female","Middle adults","","Mass Customer","No","3 Talisman Place",4811,"QLD",75
2283,444,"02- Loyal","Male","Seniors","","High Net Worth","No","369 Milwaukee Court",3630,"VIC",44
289,354,"02- Loyal","Female","Middle adults","Health","High Net Worth","No","7169 North Lane",2023,"NSW",43
1611,355,"02- Loyal","Male","Middle adults","Health","High Net Worth","Yes","6491 Gerald Court",2261,"NSW",93
1570,355,"02- Loyal","Female","Young adults","Entertainment","Mass Customer","No","97910 Leroy Junction",2073,"NSW",70
655,345,"02- Loyal","Male","Middle adults","Manufacturing","Affluent Customer","Yes","2884 Welch Lane",3807,"VIC",64
201,444,"02- Loyal","Male","Mature adults","Manufacturing","Mass Customer","Yes","32 Steensland Plaza",2233,"NSW",45
2531,543,"02- Loyal","Male","Middle adults","Property","High Net Worth","Yes","46 Dawn Way",2340,"NSW",48
2538,355,"02- Loyal","Female","Mature adults","","High Net Worth","Yes","94554 Derek Trail",2009,"NSW",13
2717,355,"02- Loyal","Male","Middle adults","Health","Mass Customer","No","6994 Hanson Place",2580,"NSW",31
2530,543,"02- Loyal","Female","Mature adults","Property","Mass Customer","Yes","2757 Green Ridge Circle",2567,"NSW",63
610,354,"02- Loyal","Male","Seniors","Financial Services","Mass Customer","Yes","3785 Dapin Drive",2036,"NSW",45
2804,344,"02- Loyal","Male","Mature adults","","Mass Customer","Yes","2 Elka Trail",2770,"NSW",61
1935,344,"02- Loyal","Male","Middle adults","","Mass Customer","No","53 Muir Terrace",2170,"NSW",72
499,354,"02- Loyal","Male","Mature adults","Financial Services","Affluent Customer","No","2 Boyd Crossing",3143,"VIC",39
1755,344,"02- Loyal","Female","Middle adults","Property","Mass Customer","No","78 Jackson Point",2047,"NSW",38
2046,355,"02- Loyal","Female","Mature adults","","Mass Customer","Yes","8 Crowley Terrace",2760,"NSW",3
2508,355,"02- Loyal","Male","Young adults","","Mass Customer","No","6220 Sugar Court",2300,"NSW",98
2901,345,"02- Loyal","Male","Young adults","Manufacturing","Mass Customer","Yes","848 Cascade Alley",4301,"QLD",77
112,345,"02- Loyal","Female","Middle adults","Retail","High Net Worth","No","David Terrace",3204,"VIC",88
2097,345,"02- Loyal","Male","Middle adults","Telecommunications","Mass Customer","No","4081 Lighthouse Bay Alley",4053,"QLD",38
2459,355,"02- Loyal","Female","Middle adults","Manufacturing","High Net Worth","No","975 Annamark Hill",4034,"QLD",67
2787,345,"02- Loyal","Female","Middle adults","","Affluent Customer","Yes","3 Cordelia Place",3018,"VIC",92
2288,444,"02- Loyal","Male","Mature adults","Manufacturing","High Net Worth","No","66 Talmadge Terrace",3630,"VIC",63
2222,344,"02- Loyal","Female","Middle adults","Financial Services","Mass Customer","No","9115 Mockingbird Crossing",2145,"NSW",20
1825,345,"02- Loyal","Male","Mature adults","Financial Services","Mass Customer","Yes","738 Sloan Place",3212,"VIC",82
1218,345,"02- Loyal","Female","Middle adults","","Mass Customer","Yes","Evergreen Road",3037,"VIC",12
2071,444,"02- Loyal","Female","Middle adults","","Mass Customer","No","2982 Monterey Way",3182,"VIC",69
2217,444,"02- Loyal","Male","Middle adults","Financial Services","Mass Customer","No","47 Chinook Road",4421,"QLD",98
2258,344,"02- Loyal","Female","Middle adults","Retail","High Net Worth","No","9 Waxwing Pass",2008,"NSW",63
2883,345,"02- Loyal","Male","Young adults","Financial Services","Mass Customer","Yes","4 Vahlen Alley",2756,"NSW",84
2223,344,"02- Loyal","Female","Middle adults","Health","Mass Customer","No","2 Michigan Parkway",3006,"VIC",38
2592,355,"02- Loyal","Male","Young adults","Financial Services","Mass Customer","Yes","303 Michigan Avenue",3977,"VIC",84
2769,344,"02- Loyal","Male","Middle adults","Manufacturing","Affluent Customer","Yes","77 Clemons Road",2203,"NSW",31
2615,355,"02- Loyal","Female","Young adults","Financial Services","Mass Customer","Yes","51313 Fulton Junction",2580,"NSW",23
1937,345,"02- Loyal","Male","Middle adults","Health","Mass Customer","No","698 Old Gate Lane",2619,"NSW",69
2051,345,"02- Loyal","Female","Mature adults","Manufacturing","Affluent Customer","No","51960 Gulseth Point",2009,"NSW",8
211,354,"02- Loyal","Female","Middle adults","Manufacturing","Mass Customer","Yes","78 Rockefeller Park",2159,"NSW",6
1615,345,"02- Loyal","Female","Middle adults","Entertainment","Mass Customer","Yes","24 Fuller Lane",3183,"VIC",75
3148,344,"02- Loyal","Male","Middle adults","","High Net Worth","Yes","90880 Donald Lane",2519,"NSW",11
887,355,"02- Loyal","Male","Young adults","Manufacturing","High Net Worth","No","707 Spaight Place",2830,"NSW",55
1996,543,"02- Loyal","Male","Middle adults","Manufacturing","Mass Customer","No","6698 Melody Crossing",4556,"QLD",4
532,444,"02- Loyal","Female","Mature adults","Financial Services","Affluent Customer","No","39632 Michigan Park",4165,"QLD",25
2380,345,"02- Loyal","Female","Seniors","Retail","Mass Customer","Yes","4 Judy Park",2016,"NSW",44
1411,344,"02- Loyal","Female","Young adults","Health","Mass Customer","Yes","45 Tony Trail",2259,"NSW",24
923,444,"02- Loyal","Male","Middle adults","Financial Services","High Net Worth","No","43455 Carey Center",4131,"QLD",44
1798,543,"02- Loyal","Female","Young adults","Manufacturing","High Net Worth","Yes","93 Lakeland Court",3810,"VIC",46
220,444,"02- Loyal","Female","Seniors","Manufacturing","High Net Worth","No","7 Pankratz Point",3011,"VIC",79
1585,354,"02- Loyal","Male","Mature adults","Health","Mass Customer","Yes","70416 Becker Court",2099,"NSW",87
1982,354,"02- Loyal","Female","Mature adults","Financial Services","High Net Worth","Yes","8 Farwell Parkway",2428,"NSW",80
2703,444,"02- Loyal","Female","Middle adults","Manufacturing","Affluent Customer","Yes","4826 Crowley Park",2779,"NSW",37
2918,344,"02- Loyal","Female","Young adults","Financial Services","Mass Customer","Yes","66 Arrowood Court",4551,"QLD",58
1579,355,"02- Loyal","Female","Middle adults","Financial Services","Affluent Customer","Yes","82 Hanover Avenue",2101,"NSW",40
1254,344,"02- Loyal","Male","Seniors","Retail","Mass Customer","Yes","563 Northport Drive",4701,"QLD",60
827,354,"02- Loyal","Female","Young adults","Health","Affluent Customer","No","1 Oriole Alley",4171,"QLD",90
1400,345,"02- Loyal","Female","Middle adults","Manufacturing","Affluent Customer","Yes","73506 Cordelia Lane",4217,"QLD",51
1308,435,"02- Loyal","Male","Middle adults","","Affluent Customer","Yes","32 Vidon Point",4118,"QLD",34
147,345,"02- Loyal","Female","Middle adults","Health","Mass Customer","Yes","12375 Cambridge Pass",2065,"NSW",32
707,344,"02- Loyal","Male","Middle adults","","Mass Customer","Yes","520 Stephen Pass",3011,"VIC",97
1850,345,"02- Loyal","Male","Middle adults","Manufacturing","High Net Worth","No","95294 Karstens Park",2155,"NSW",4
2616,355,"02- Loyal","Female","Middle adults","","High Net Worth","Yes","889 Sundown Trail",2162,"NSW",28
2318,444,"02- Loyal","Female","Middle adults","Manufacturing","Mass Customer","Yes","44778 Bellgrove Crossing",3205,"VIC",30
1672,355,"02- Loyal","Female","Mature adults","IT","Affluent Customer","Yes","29438 Swallow Crossing",2217,"NSW",21
3249,355,"02- Loyal","Female","Middle adults","Manufacturing","Mass Customer","Yes","49 Surrey Pass",2325,"NSW",46
3067,344,"02- Loyal","Female","Young adults","Manufacturing","Mass Customer","Yes","2178 Washington Hill",3806,"VIC",8
